class,coverage,stride,accuracy,n_samples
sword fighting,50,2,0.714286,49
tai chi,50,2,0.660000,50
taking a shower,50,2,0.489796,49
tango dancing,50,2,0.720000,50
tap dancing,50,2,0.714286,49
tapping guitar,50,2,0.700000,50
tapping pen,50,2,0.857143,49
tasting beer,50,2,0.680000,50
tasting food,50,2,0.460000,50
testifying,50,2,0.836735,49
texting,50,2,0.673469,49
throwing axe,50,2,0.860000,50
throwing ball,50,2,0.340000,50
throwing discus,50,2,0.760000,50
tickling,50,2,0.640000,50
tobogganing,50,2,0.880000,50
tossing coin,50,2,0.500000,50
tossing salad,50,2,0.820000,50
training dog,50,2,0.660000,50
trapezing,50,2,0.940000,50
trimming or shaving beard,50,2,0.860000,50
trimming trees,50,2,0.755102,49
triple jump,50,2,0.591837,49
tying bow tie,50,2,0.580000,50
tying knot (not on a tie),50,2,0.820000,50
tying tie,50,2,0.840000,50
unboxing,50,2,0.836735,49
unloading truck,50,2,0.680000,50
using computer,50,2,0.877551,49
using remote controller (not gaming),50,2,0.591837,49
using segway,50,2,0.897959,49
vault,50,2,0.700000,50
waiting in line,50,2,0.560000,50
walking the dog,50,2,0.755102,49
washing dishes,50,2,0.720000,50
washing feet,50,2,0.860000,50
washing hair,50,2,0.645833,48
washing hands,50,2,0.860000,50
water skiing,50,2,0.816327,49
water sliding,50,2,0.800000,50
watering plants,50,2,0.900000,50
waxing back,50,2,0.700000,50
waxing chest,50,2,0.840000,50
waxing eyebrows,50,2,0.880000,50
waxing legs,50,2,0.780000,50
weaving basket,50,2,0.940000,50
welding,50,2,0.840000,50
whistling,50,2,0.320000,50
windsurfing,50,2,0.960000,50
wrapping present,50,2,0.816327,49
wrestling,50,2,0.660000,50
writing,50,2,0.660000,50
yawning,50,2,0.387755,49
yoga,50,2,0.612245,49
zumba,50,2,0.866667,45
abseiling,75,2,0.780000,50
air drumming,75,2,0.612245,49
answering questions,75,2,0.360000,50
applauding,75,2,0.260000,50
applying cream,75,2,0.620000,50
archery,75,2,0.800000,50
arm wrestling,75,2,0.918367,49
arranging flowers,75,2,0.960000,50
assembling computer,75,2,1.000000,50
auctioning,75,2,0.820000,50
baby waking up,75,2,0.680000,50
baking cookies,75,2,0.836735,49
balloon blowing,75,2,0.836735,49
bandaging,75,2,0.620000,50
barbequing,75,2,0.840000,50
bartending,75,2,0.940000,50
beatboxing,75,2,0.510204,49
bee keeping,75,2,0.920000,50
belly dancing,75,2,0.857143,49
bench pressing,75,2,0.940000,50
bending back,75,2,0.395833,48
bending metal,75,2,0.560000,50
biking through snow,75,2,0.820000,50
blasting sand,75,2,0.640000,50
blowing glass,75,2,0.960000,50
blowing leaves,75,2,0.734694,49
blowing nose,75,2,0.560000,50
blowing out candles,75,2,0.877551,49
bobsledding,75,2,0.800000,50
bookbinding,75,2,0.900000,50
bouncing on trampoline,75,2,0.820000,50
bowling,75,2,0.938776,49
braiding hair,75,2,0.775510,49
breading or breadcrumbing,75,2,0.612245,49
breakdancing,75,2,0.680000,50
brush painting,75,2,0.708333,48
brushing hair,75,2,0.640000,50
brushing teeth,75,2,0.900000,50
building cabinet,75,2,0.820000,50
building shed,75,2,0.840000,50
bungee jumping,75,2,0.960000,50
busking,75,2,0.700000,50
canoeing or kayaking,75,2,0.880000,50
capoeira,75,2,0.800000,50
carrying baby,75,2,0.875000,48
cartwheeling,75,2,0.520000,50
carving pumpkin,75,2,0.958333,48
catching fish,75,2,0.770833,48
catching or throwing baseball,75,2,0.500000,50
catching or throwing frisbee,75,2,0.700000,50
catching or throwing softball,75,2,0.680000,50
celebrating,75,2,0.660000,50
changing oil,75,2,0.880000,50
changing wheel,75,2,0.720000,50
checking tires,75,2,0.760000,50
cheerleading,75,2,0.897959,49
chopping wood,75,2,0.857143,49
clapping,75,2,0.416667,48
clay pottery making,75,2,0.880000,50
clean and jerk,75,2,0.755102,49
cleaning floor,75,2,0.612245,49
cleaning gutters,75,2,0.800000,50
cleaning pool,75,2,0.760000,50
cleaning shoes,75,2,0.795918,49
cleaning toilet,75,2,0.900000,50
cleaning windows,75,2,0.800000,50
climbing a rope,75,2,0.880000,50
climbing ladder,75,2,0.760000,50
climbing tree,75,2,0.880000,50
contact juggling,75,2,0.780000,50
cooking chicken,75,2,0.740000,50
cooking egg,75,2,0.520000,50
cooking on campfire,75,2,0.750000,48
cooking sausages,75,2,0.680000,50
counting money,75,2,0.734694,49
country line dancing,75,2,0.840000,50
cracking neck,75,2,0.604167,48
crawling baby,75,2,0.840000,50
crossing river,75,2,0.820000,50
crying,75,2,0.489796,49
curling hair,75,2,0.918367,49
cutting nails,75,2,0.659574,47
cutting pineapple,75,2,0.960000,50
cutting watermelon,75,2,0.936170,47
dancing ballet,75,2,0.820000,50
dancing charleston,75,2,0.571429,49
dancing gangnam style,75,2,0.500000,48
dancing macarena,75,2,0.632653,49
deadlifting,75,2,0.816327,49
decorating the christmas tree,75,2,0.979592,49
digging,75,2,0.760000,50
dining,75,2,0.820000,50
disc golfing,75,2,0.820000,50
diving cliff,75,2,0.979592,49
dodgeball,75,2,0.820000,50
doing aerobics,75,2,0.560000,50
doing laundry,75,2,0.780000,50
doing nails,75,2,0.958333,48
drawing,75,2,0.812500,48
dribbling basketball,75,2,0.740000,50
drinking,75,2,0.428571,49
drinking beer,75,2,0.360000,50
drinking shots,75,2,0.428571,49
driving car,75,2,0.812500,48
driving tractor,75,2,0.877551,49
drop kicking,75,2,0.382979,47
drumming fingers,75,2,0.660000,50
dunking basketball,75,2,0.625000,48
dying hair,75,2,0.851064,47
eating burger,75,2,0.755102,49
eating cake,75,2,0.580000,50
eating carrots,75,2,0.729167,48
eating chips,75,2,0.560000,50
eating doughnuts,75,2,0.448980,49
eating hotdog,75,2,0.480000,50
eating ice cream,75,2,0.600000,50
eating spaghetti,75,2,0.918367,49
eating watermelon,75,2,0.820000,50
egg hunting,75,2,0.860000,50
exercising arm,75,2,0.367347,49
exercising with an exercise ball,75,2,0.750000,48
extinguishing fire,75,2,0.795918,49
faceplanting,75,2,0.224490,49
feeding birds,75,2,0.880000,50
feeding fish,75,2,0.857143,49
feeding goats,75,2,0.960000,50
filling eyebrows,75,2,0.938776,49
finger snapping,75,2,0.320000,50
fixing hair,75,2,0.285714,49
flipping pancake,75,2,0.959184,49
flying kite,75,2,0.900000,50
folding clothes,75,2,0.816327,49
folding napkins,75,2,0.795918,49
folding paper,75,2,0.836735,49
front raises,75,2,0.940000,50
frying vegetables,75,2,0.820000,50
garbage collecting,75,2,0.734694,49
gargling,75,2,0.612245,49
getting a haircut,75,2,0.755102,49
getting a tattoo,75,2,0.897959,49
giving or receiving award,75,2,0.880000,50
golf chipping,75,2,0.720000,50
golf driving,75,2,0.880000,50
golf putting,75,2,0.857143,49
grinding meat,75,2,0.960000,50
grooming dog,75,2,0.920000,50
grooming horse,75,2,0.877551,49
gymnastics tumbling,75,2,0.897959,49
hammer throw,75,2,0.820000,50
headbanging,75,2,0.612245,49
headbutting,75,2,0.220000,50
high jump,75,2,0.880000,50
high kick,75,2,0.300000,50
hitting baseball,75,2,0.880000,50
hockey stop,75,2,0.400000,50
holding snake,75,2,0.820000,50
hopscotch,75,2,0.880000,50
hoverboarding,75,2,0.812500,48
hugging,75,2,0.489796,49
hula hooping,75,2,0.918367,49
hurdling,75,2,0.920000,50
hurling (sport),75,2,0.980000,50
ice climbing,75,2,0.900000,50
ice fishing,75,2,0.916667,48
ice skating,75,2,0.880000,50
ironing,75,2,0.875000,48
javelin throw,75,2,0.920000,50
jetskiing,75,2,0.940000,50
jogging,75,2,0.420000,50
juggling balls,75,2,0.795918,49
juggling fire,75,2,0.760000,50
juggling soccer ball,75,2,0.720000,50
jumping into pool,75,2,0.920000,50
jumpstyle dancing,75,2,0.714286,49
kicking field goal,75,2,0.860000,50
kicking soccer ball,75,2,0.560000,50
kissing,75,2,0.695652,46
kitesurfing,75,2,0.920000,50
knitting,75,2,0.980000,50
krumping,75,2,0.734694,49
laughing,75,2,0.479167,48
laying bricks,75,2,0.877551,49
long jump,75,2,0.660000,50
lunge,75,2,0.740000,50
making a cake,75,2,0.428571,49
making a sandwich,75,2,0.700000,50
making bed,75,2,0.900000,50
making jewelry,75,2,0.734694,49
making pizza,75,2,0.880000,50
making snowman,75,2,0.960000,50
making sushi,75,2,0.920000,50
making tea,75,2,0.740000,50
marching,75,2,0.960000,50
massaging back,75,2,0.795918,49
massaging feet,75,2,0.530612,49
massaging legs,75,2,0.714286,49
massaging person's head,75,2,0.560000,50
milking cow,75,2,1.000000,48
mopping floor,75,2,0.620000,50
motorcycling,75,2,0.877551,49
moving furniture,75,2,0.540000,50
mowing lawn,75,2,0.820000,50
news anchoring,75,2,0.700000,50
opening bottle,75,2,0.640000,50
opening present,75,2,0.880000,50
paragliding,75,2,0.980000,50
parasailing,75,2,0.900000,50
parkour,75,2,0.666667,48
passing American football (in game),75,2,0.920000,50
passing American football (not in game),75,2,0.612245,49
peeling apples,75,2,0.940000,50
peeling potatoes,75,2,0.740000,50
petting animal (not cat),75,2,0.612245,49
petting cat,75,2,0.940000,50
picking fruit,75,2,0.918367,49
planting trees,75,2,0.816327,49
plastering,75,2,0.660000,50
playing accordion,75,2,0.938776,49
playing badminton,75,2,0.840000,50
playing bagpipes,75,2,0.880000,50
playing basketball,75,2,0.580000,50
playing bass guitar,75,2,0.820000,50
playing cards,75,2,0.840000,50
playing cello,75,2,0.940000,50
playing chess,75,2,0.980000,50
playing clarinet,75,2,0.840000,50
playing controller,75,2,0.980000,50
playing cricket,75,2,0.897959,49
playing cymbals,75,2,0.840000,50
playing didgeridoo,75,2,0.920000,50
playing drums,75,2,0.918367,49
playing flute,75,2,0.780000,50
playing guitar,75,2,0.680000,50
playing harmonica,75,2,0.755102,49
playing harp,75,2,1.000000,50
playing ice hockey,75,2,0.979592,49
playing keyboard,75,2,0.750000,48
playing kickball,75,2,0.840000,50
playing monopoly,75,2,0.920000,50
playing organ,75,2,0.880000,50
playing paintball,75,2,0.980000,50
playing piano,75,2,0.620000,50
playing poker,75,2,0.938776,49
playing recorder,75,2,0.820000,50
playing saxophone,75,2,0.880000,50
playing squash or racquetball,75,2,1.000000,50
playing tennis,75,2,0.938776,49
playing trombone,75,2,0.918367,49
playing trumpet,75,2,0.897959,49
playing ukulele,75,2,0.900000,50
playing violin,75,2,0.860000,50
playing volleyball,75,2,0.812500,48
playing xylophone,75,2,0.800000,50
pole vault,75,2,0.900000,50
presenting weather forecast,75,2,0.960000,50
pull ups,75,2,0.920000,50
pumping fist,75,2,0.420000,50
pumping gas,75,2,0.937500,48
punching bag,75,2,0.860000,50
punching person (boxing),75,2,0.693878,49
push up,75,2,0.875000,48
pushing car,75,2,0.760000,50
pushing cart,75,2,0.800000,50
pushing wheelchair,75,2,0.860000,50
reading book,75,2,0.800000,50
reading newspaper,75,2,0.780000,50
recording music,75,2,0.340000,50
riding a bike,75,2,0.770833,48
riding camel,75,2,0.960000,50
riding elephant,75,2,0.940000,50
riding mechanical bull,75,2,0.959184,49
riding mountain bike,75,2,0.836735,49
riding mule,75,2,0.860000,50
riding or walking with horse,75,2,0.875000,48
riding scooter,75,2,0.840000,50
riding unicycle,75,2,0.820000,50
ripping paper,75,2,0.700000,50
robot dancing,75,2,0.440000,50
rock climbing,75,2,0.900000,50
rock scissors paper,75,2,0.300000,50
roller skating,75,2,0.940000,50
running on treadmill,75,2,0.875000,48
sailing,75,2,0.959184,49
salsa dancing,75,2,0.714286,49
sanding floor,75,2,0.960000,50
scrambling eggs,75,2,0.840000,50
scuba diving,75,2,0.960000,50
setting table,75,2,0.816327,49
shaking hands,75,2,0.270833,48
shaking head,75,2,0.520000,50
sharpening knives,75,2,0.760000,50
sharpening pencil,75,2,0.860000,50
shaving head,75,2,0.780000,50
shaving legs,75,2,0.640000,50
shearing sheep,75,2,1.000000,49
shining shoes,75,2,0.800000,50
shooting basketball,75,2,0.380000,50
shooting goal (soccer),75,2,0.591837,49
shot put,75,2,0.840000,50
shoveling snow,75,2,0.960000,50
shredding paper,75,2,0.740000,50
shuffling cards,75,2,0.897959,49
side kick,75,2,0.760000,50
sign language interpreting,75,2,0.666667,48
singing,75,2,0.460000,50
situp,75,2,0.720000,50
skateboarding,75,2,0.960000,50
ski jumping,75,2,0.660000,50
skiing (not slalom or crosscountry),75,2,0.673469,49
skiing crosscountry,75,2,0.840000,50
skiing slalom,75,2,0.820000,50
skipping rope,75,2,0.800000,50
skydiving,75,2,0.900000,50
slacklining,75,2,0.836735,49
slapping,75,2,0.081633,49
sled dog racing,75,2,1.000000,50
smoking,75,2,0.551020,49
smoking hookah,75,2,0.857143,49
snatch weight lifting,75,2,0.755102,49
sneezing,75,2,0.360000,50
sniffing,75,2,0.166667,48
snorkeling,75,2,0.880000,50
snowboarding,75,2,0.765957,47
snowkiting,75,2,0.980000,50
snowmobiling,75,2,0.877551,49
somersaulting,75,2,0.380000,50
spinning poi,75,2,0.877551,49
spray painting,75,2,0.836735,49
spraying,75,2,0.480000,50
springboard diving,75,2,0.895833,48
squat,75,2,0.800000,50
sticking tongue out,75,2,0.285714,49
stomping grapes,75,2,0.900000,50
stretching arm,75,2,0.360000,50
stretching leg,75,2,0.520000,50
strumming guitar,75,2,0.700000,50
surfing crowd,75,2,0.958333,48
surfing water,75,2,0.854167,48
sweeping floor,75,2,0.680000,50
swimming backstroke,75,2,0.820000,50
swimming breast stroke,75,2,0.780000,50
swimming butterfly stroke,75,2,0.640000,50
swing dancing,75,2,0.520000,50
swinging legs,75,2,0.400000,50
swinging on something,75,2,0.632653,49
sword fighting,75,2,0.714286,49
tai chi,75,2,0.660000,50
taking a shower,75,2,0.551020,49
tango dancing,75,2,0.700000,50
tap dancing,75,2,0.734694,49
tapping guitar,75,2,0.720000,50
tapping pen,75,2,0.877551,49
tasting beer,75,2,0.680000,50
tasting food,75,2,0.440000,50
testifying,75,2,0.877551,49
texting,75,2,0.693878,49
throwing axe,75,2,0.840000,50
throwing ball,75,2,0.360000,50
throwing discus,75,2,0.740000,50
tickling,75,2,0.640000,50
tobogganing,75,2,0.900000,50
tossing coin,75,2,0.540000,50
tossing salad,75,2,0.820000,50
training dog,75,2,0.700000,50
trapezing,75,2,0.940000,50
trimming or shaving beard,75,2,0.860000,50
trimming trees,75,2,0.734694,49
triple jump,75,2,0.489796,49
tying bow tie,75,2,0.620000,50
tying knot (not on a tie),75,2,0.800000,50
tying tie,75,2,0.860000,50
unboxing,75,2,0.836735,49
unloading truck,75,2,0.660000,50
using computer,75,2,0.918367,49
using remote controller (not gaming),75,2,0.693878,49
using segway,75,2,0.877551,49
vault,75,2,0.800000,50
waiting in line,75,2,0.560000,50
walking the dog,75,2,0.795918,49
washing dishes,75,2,0.780000,50
washing feet,75,2,0.900000,50
washing hair,75,2,0.666667,48
washing hands,75,2,0.860000,50
water skiing,75,2,0.897959,49
water sliding,75,2,0.860000,50
watering plants,75,2,0.840000,50
waxing back,75,2,0.760000,50
waxing chest,75,2,0.860000,50
waxing eyebrows,75,2,0.840000,50
waxing legs,75,2,0.840000,50
weaving basket,75,2,0.960000,50
welding,75,2,0.900000,50
whistling,75,2,0.340000,50
windsurfing,75,2,0.960000,50
wrapping present,75,2,0.857143,49
wrestling,75,2,0.640000,50
writing,75,2,0.680000,50
yawning,75,2,0.469388,49
yoga,75,2,0.673469,49
zumba,75,2,0.866667,45
abseiling,100,2,0.840000,50
air drumming,100,2,0.510204,49
answering questions,100,2,0.340000,50
applauding,100,2,0.220000,50
applying cream,100,2,0.560000,50
archery,100,2,0.840000,50
arm wrestling,100,2,0.938776,49
arranging flowers,100,2,0.920000,50
assembling computer,100,2,1.000000,50
auctioning,100,2,0.800000,50
baby waking up,100,2,0.640000,50
baking cookies,100,2,0.836735,49
balloon blowing,100,2,0.816327,49
bandaging,100,2,0.620000,50
barbequing,100,2,0.880000,50
bartending,100,2,0.940000,50
beatboxing,100,2,0.510204,49
bee keeping,100,2,0.940000,50
belly dancing,100,2,0.836735,49
bench pressing,100,2,0.920000,50
bending back,100,2,0.354167,48
bending metal,100,2,0.600000,50
biking through snow,100,2,0.840000,50
blasting sand,100,2,0.600000,50
blowing glass,100,2,0.940000,50
blowing leaves,100,2,0.714286,49
blowing nose,100,2,0.580000,50
blowing out candles,100,2,0.897959,49
bobsledding,100,2,0.820000,50
bookbinding,100,2,0.900000,50
bouncing on trampoline,100,2,0.820000,50
bowling,100,2,0.938776,49
braiding hair,100,2,0.816327,49
breading or breadcrumbing,100,2,0.673469,49
breakdancing,100,2,0.680000,50
brush painting,100,2,0.729167,48
brushing hair,100,2,0.720000,50
brushing teeth,100,2,0.860000,50
building cabinet,100,2,0.860000,50
building shed,100,2,0.920000,50
bungee jumping,100,2,1.000000,50
busking,100,2,0.720000,50
canoeing or kayaking,100,2,0.900000,50
capoeira,100,2,0.860000,50
carrying baby,100,2,0.916667,48
cartwheeling,100,2,0.560000,50
carving pumpkin,100,2,0.958333,48
catching fish,100,2,0.833333,48
catching or throwing baseball,100,2,0.420000,50
catching or throwing frisbee,100,2,0.680000,50
catching or throwing softball,100,2,0.620000,50
celebrating,100,2,0.680000,50
changing oil,100,2,0.900000,50
changing wheel,100,2,0.720000,50
checking tires,100,2,0.760000,50
cheerleading,100,2,0.877551,49
chopping wood,100,2,0.897959,49
clapping,100,2,0.395833,48
clay pottery making,100,2,0.900000,50
clean and jerk,100,2,0.755102,49
cleaning floor,100,2,0.551020,49
cleaning gutters,100,2,0.840000,50
cleaning pool,100,2,0.800000,50
cleaning shoes,100,2,0.775510,49
cleaning toilet,100,2,0.920000,50
cleaning windows,100,2,0.740000,50
climbing a rope,100,2,0.900000,50
climbing ladder,100,2,0.780000,50
climbing tree,100,2,0.860000,50
contact juggling,100,2,0.780000,50
cooking chicken,100,2,0.700000,50
cooking egg,100,2,0.520000,50
cooking on campfire,100,2,0.729167,48
cooking sausages,100,2,0.600000,50
counting money,100,2,0.755102,49
country line dancing,100,2,0.860000,50
cracking neck,100,2,0.625000,48
crawling baby,100,2,0.800000,50
crossing river,100,2,0.820000,50
crying,100,2,0.469388,49
curling hair,100,2,0.877551,49
cutting nails,100,2,0.638298,47
cutting pineapple,100,2,0.980000,50
cutting watermelon,100,2,0.936170,47
dancing ballet,100,2,0.880000,50
dancing charleston,100,2,0.469388,49
dancing gangnam style,100,2,0.541667,48
dancing macarena,100,2,0.571429,49
deadlifting,100,2,0.816327,49
decorating the christmas tree,100,2,0.979592,49
digging,100,2,0.760000,50
dining,100,2,0.860000,50
disc golfing,100,2,0.840000,50
diving cliff,100,2,0.959184,49
dodgeball,100,2,0.920000,50
doing aerobics,100,2,0.560000,50
doing laundry,100,2,0.800000,50
doing nails,100,2,0.937500,48
drawing,100,2,0.791667,48
dribbling basketball,100,2,0.740000,50
drinking,100,2,0.469388,49
drinking beer,100,2,0.340000,50
drinking shots,100,2,0.428571,49
driving car,100,2,0.791667,48
driving tractor,100,2,0.877551,49
drop kicking,100,2,0.510638,47
drumming fingers,100,2,0.720000,50
dunking basketball,100,2,0.666667,48
dying hair,100,2,0.829787,47
eating burger,100,2,0.714286,49
eating cake,100,2,0.600000,50
eating carrots,100,2,0.770833,48
eating chips,100,2,0.580000,50
eating doughnuts,100,2,0.367347,49
eating hotdog,100,2,0.520000,50
eating ice cream,100,2,0.620000,50
eating spaghetti,100,2,0.897959,49
eating watermelon,100,2,0.800000,50
egg hunting,100,2,0.880000,50
exercising arm,100,2,0.346939,49
exercising with an exercise ball,100,2,0.729167,48
extinguishing fire,100,2,0.816327,49
faceplanting,100,2,0.183673,49
feeding birds,100,2,0.900000,50
feeding fish,100,2,0.897959,49
feeding goats,100,2,0.980000,50
filling eyebrows,100,2,0.959184,49
finger snapping,100,2,0.360000,50
fixing hair,100,2,0.306122,49
flipping pancake,100,2,0.938776,49
flying kite,100,2,0.880000,50
folding clothes,100,2,0.836735,49
folding napkins,100,2,0.816327,49
folding paper,100,2,0.836735,49
front raises,100,2,0.960000,50
